dataPK,dataNro,dataNro,dataCompleta,diaDaSemana,mesEscrito,ano,anoMes,mesAnoEscrito,nroDiaNaSemana,diaDoMes,diaDoAno,mesDoAno,semanaDoAno
2092,20150923,2092,September 23 2015,Wednesday,September,2015,201509,Sep2015,4,23,266,9,39
2093,20150924,2093,September 24 2015,Thursday,September,2015,201509,Sep2015,5,24,267,9,39
2094,20150925,2094,September 25 2015,Friday,September,2015,201509,Sep2015,6,25,268,9,39
2095,20150926,2095,September 26 2015,Saturday,September,2015,201509,Sep2015,7,26,269,9,39
2096,20150927,2096,September 27 2015,Sunday,September,2015,201509,Sep2015,1,27,270,9,40
2097,20150928,2097,September 28 2015,Monday,September,2015,201509,Sep2015,2,28,271,9,40
2098,20150929,2098,September 29 2015,Tuesday,September,2015,201509,Sep2015,3,29,272,9,40
2099,20150930,2099,September 30 2015,Wednesday,September,2015,201509,Sep2015,4,30,273,9,40
2100,20151001,2100,October 01 2015,Thursday,October,2015,201510,Oct2015,5,1,274,10,40
2101,20151002,2101,October 02 2015,Friday,October,2015,201510,Oct2015,6,2,275,10,40
2102,20151003,2102,October 03 2015,Saturday,October,2015,201510,Oct2015,7,3,276,10,40
2103,20151004,2103,October 04 2015,Sunday,October,2015,201510,Oct2015,1,4,277,10,41
2104,20151005,2104,October 05 2015,Monday,October,2015,201510,Oct2015,2,5,278,10,41
2105,20151006,2105,October 06 2015,Tuesday,October,2015,201510,Oct2015,3,6,279,10,41
2106,20151007,2106,October 07 2015,Wednesday,October,2015,201510,Oct2015,4,7,280,10,41
2107,20151008,2107,October 08 2015,Thursday,October,2015,201510,Oct2015,5,8,281,10,41
2108,20151009,2108,October 09 2015,Friday,October,2015,201510,Oct2015,6,9,282,10,41
2109,20151010,2109,October 10 2015,Saturday,October,2015,201510,Oct2015,7,10,283,10,41
2110,20151011,2110,October 11 2015,Sunday,October,2015,201510,Oct2015,1,11,284,10,42
2111,20151012,2111,October 12 2015,Monday,October,2015,201510,Oct2015,2,12,285,10,42
2112,20151013,2112,October 13 2015,Tuesday,October,2015,201510,Oct2015,3,13,286,10,42
2113,20151014,2113,October 14 2015,Wednesday,October,2015,201510,Oct2015,4,14,287,10,42
2114,20151015,2114,October 15 2015,Thursday,October,2015,201510,Oct2015,5,15,288,10,42
2115,20151016,2115,October 16 2015,Friday,October,2015,201510,Oct2015,6,16,289,10,42
2116,20151017,2116,October 17 2015,Saturday,October,2015,201510,Oct2015,7,17,290,10,42
2117,20151018,2117,October 18 2015,Sunday,October,2015,201510,Oct2015,1,18,291,10,43
2118,20151019,2118,October 19 2015,Monday,October,2015,201510,Oct2015,2,19,292,10,43
2119,20151020,2119,October 20 2015,Tuesday,October,2015,201510,Oct2015,3,20,293,10,43
2120,20151021,2120,October 21 2015,Wednesday,October,2015,201510,Oct2015,4,21,294,10,43
2121,20151022,2121,October 22 2015,Thursday,October,2015,201510,Oct2015,5,22,295,10,43
2122,20151023,2122,October 23 2015,Friday,October,2015,201510,Oct2015,6,23,296,10,43
2123,20151024,2123,October 24 2015,Saturday,October,2015,201510,Oct2015,7,24,297,10,43
2124,20151025,2124,October 25 2015,Sunday,October,2015,201510,Oct2015,1,25,298,10,44
2125,20151026,2125,October 26 2015,Monday,October,2015,201510,Oct2015,2,26,299,10,44
2126,20151027,2126,October 27 2015,Tuesday,October,2015,201510,Oct2015,3,27,300,10,44
2127,20151028,2127,October 28 2015,Wednesday,October,2015,201510,Oct2015,4,28,301,10,44
2128,20151029,2128,October 29 2015,Thursday,October,2015,201510,Oct2015,5,29,302,10,44
2129,20151030,2129,October 30 2015,Friday,October,2015,201510,Oct2015,6,30,303,10,44
2130,20151031,2130,October 31 2015,Saturday,October,2015,201510,Oct2015,7,31,304,10,44
2131,20151101,2131,November 01 2015,Sunday,November,2015,201511,Nov2015,1,1,305,11,45
2132,20151102,2132,November 02 2015,Monday,November,2015,201511,Nov2015,2,2,306,11,45
2133,20151103,2133,November 03 2015,Tuesday,November,2015,201511,Nov2015,3,3,307,11,45
2134,20151104,2134,November 04 2015,Wednesday,November,2015,201511,Nov2015,4,4,308,11,45
2135,20151105,2135,November 05 2015,Thursday,November,2015,201511,Nov2015,5,5,309,11,45
2136,20151106,2136,November 06 2015,Friday,November,2015,201511,Nov2015,6,6,310,11,45
2137,20151107,2137,November 07 2015,Saturday,November,2015,201511,Nov2015,7,7,311,11,45
2138,20151108,2138,November 08 2015,Sunday,November,2015,201511,Nov2015,1,8,312,11,46
2139,20151109,2139,November 09 2015,Monday,November,2015,201511,Nov2015,2,9,313,11,46
2140,20151110,2140,November 10 2015,Tuesday,November,2015,201511,Nov2015,3,10,314,11,46
2141,20151111,2141,November 11 2015,Wednesday,November,2015,201511,Nov2015,4,11,315,11,46
2142,20151112,2142,November 12 2015,Thursday,November,2015,201511,Nov2015,5,12,316,11,46
2143,20151113,2143,November 13 2015,Friday,November,2015,201511,Nov2015,6,13,317,11,46
2144,20151114,2144,November 14 2015,Saturday,November,2015,201511,Nov2015,7,14,318,11,46
2145,20151115,2145,November 15 2015,Sunday,November,2015,201511,Nov2015,1,15,319,11,47
2146,20151116,2146,November 16 2015,Monday,November,2015,201511,Nov2015,2,16,320,11,47
2147,20151117,2147,November 17 2015,Tuesday,November,2015,201511,Nov2015,3,17,321,11,47
2148,20151118,2148,November 18 2015,Wednesday,November,2015,201511,Nov2015,4,18,322,11,47
2149,20151119,2149,November 19 2015,Thursday,November,2015,201511,Nov2015,5,19,323,11,47
2150,20151120,2150,November 20 2015,Friday,November,2015,201511,Nov2015,6,20,324,11,47
2151,20151121,2151,November 21 2015,Saturday,November,2015,201511,Nov2015,7,21,325,11,47
2152,20151122,2152,November 22 2015,Sunday,November,2015,201511,Nov2015,1,22,326,11,48
2153,20151123,2153,November 23 2015,Monday,November,2015,201511,Nov2015,2,23,327,11,48
2154,20151124,2154,November 24 2015,Tuesday,November,2015,201511,Nov2015,3,24,328,11,48
2155,20151125,2155,November 25 2015,Wednesday,November,2015,201511,Nov2015,4,25,329,11,48
2156,20151126,2156,November 26 2015,Thursday,November,2015,201511,Nov2015,5,26,330,11,48
2157,20151127,2157,November 27 2015,Friday,November,2015,201511,Nov2015,6,27,331,11,48
2158,20151128,2158,November 28 2015,Saturday,November,2015,201511,Nov2015,7,28,332,11,48
2159,20151129,2159,November 29 2015,Sunday,November,2015,201511,Nov2015,1,29,333,11,49
2160,20151130,2160,November 30 2015,Monday,November,2015,201511,Nov2015,2,30,334,11,49
2161,20151201,2161,December 01 2015,Tuesday,December,2015,201512,Dec2015,3,1,335,12,49
2162,20151202,2162,December 02 2015,Wednesday,December,2015,201512,Dec2015,4,2,336,12,49
2163,20151203,2163,December 03 2015,Thursday,December,2015,201512,Dec2015,5,3,337,12,49
2164,20151204,2164,December 04 2015,Friday,December,2015,201512,Dec2015,6,4,338,12,49
2165,20151205,2165,December 05 2015,Saturday,December,2015,201512,Dec2015,7,5,339,12,49
2166,20151206,2166,December 06 2015,Sunday,December,2015,201512,Dec2015,1,6,340,12,50
2167,20151207,2167,December 07 2015,Monday,December,2015,201512,Dec2015,2,7,341,12,50
2168,20151208,2168,December 08 2015,Tuesday,December,2015,201512,Dec2015,3,8,342,12,50
2169,20151209,2169,December 09 2015,Wednesday,December,2015,201512,Dec2015,4,9,343,12,50
2170,20151210,2170,December 10 2015,Thursday,December,2015,201512,Dec2015,5,10,344,12,50
2171,20151211,2171,December 11 2015,Friday,December,2015,201512,Dec2015,6,11,345,12,50
2172,20151212,2172,December 12 2015,Saturday,December,2015,201512,Dec2015,7,12,346,12,50
2173,20151213,2173,December 13 2015,Sunday,December,2015,201512,Dec2015,1,13,347,12,51
2174,20151214,2174,December 14 2015,Monday,December,2015,201512,Dec2015,2,14,348,12,51
2175,20151215,2175,December 15 2015,Tuesday,December,2015,201512,Dec2015,3,15,349,12,51
2176,20151216,2176,December 16 2015,Wednesday,December,2015,201512,Dec2015,4,16,350,12,51
2177,20151217,2177,December 17 2015,Thursday,December,2015,201512,Dec2015,5,17,351,12,51
2178,20151218,2178,December 18 2015,Friday,December,2015,201512,Dec2015,6,18,352,12,51
2179,20151219,2179,December 19 2015,Saturday,December,2015,201512,Dec2015,7,19,353,12,51
2180,20151220,2180,December 20 2015,Sunday,December,2015,201512,Dec2015,1,20,354,12,52
2181,20151221,2181,December 21 2015,Monday,December,2015,201512,Dec2015,2,21,355,12,52
2182,20151222,2182,December 22 2015,Tuesday,December,2015,201512,Dec2015,3,22,356,12,52
2183,20151223,2183,December 23 2015,Wednesday,December,2015,201512,Dec2015,4,23,357,12,52
2184,20151224,2184,December 24 2015,Thursday,December,2015,201512,Dec2015,5,24,358,12,52
2185,20151225,2185,December 25 2015,Friday,December,2015,201512,Dec2015,6,25,359,12,52
2186,20151226,2186,December 26 2015,Saturday,December,2015,201512,Dec2015,7,26,360,12,52
2187,20151227,2187,December 27 2015,Sunday,December,2015,201512,Dec2015,1,27,361,12,1
2188,20151228,2188,December 28 2015,Monday,December,2015,201512,Dec2015,2,28,362,12,1
2189,20151229,2189,December 29 2015,Tuesday,December,2015,201512,Dec2015,3,29,363,12,1
2190,20151230,2190,December 30 2015,Wednesday,December,2015,201512,Dec2015,4,30,364,12,1
2191,20151231,2191,December 31 2015,Thursday,December,2015,201512,Dec2015,5,31,365,12,1
2192,20160101,2192,January 01 2016,Friday,January,2016,201601,Jan2016,6,1,1,1,1
2193,20160102,2193,January 02 2016,Saturday,January,2016,201601,Jan2016,7,2,2,1,1
2194,20160103,2194,January 03 2016,Sunday,January,2016,201601,Jan2016,1,3,3,1,2
2195,20160104,2195,January 04 2016,Monday,January,2016,201601,Jan2016,2,4,4,1,2
2196,20160105,2196,January 05 2016,Tuesday,January,2016,201601,Jan2016,3,5,5,1,2
2197,20160106,2197,January 06 2016,Wednesday,January,2016,201601,Jan2016,4,6,6,1,2
2198,20160107,2198,January 07 2016,Thursday,January,2016,201601,Jan2016,5,7,7,1,2
2199,20160108,2199,January 08 2016,Friday,January,2016,201601,Jan2016,6,8,8,1,2
2200,20160109,2200,January 09 2016,Saturday,January,2016,201601,Jan2016,7,9,9,1,2
2201,20160110,2201,January 10 2016,Sunday,January,2016,201601,Jan2016,1,10,10,1,3
2202,20160111,2202,January 11 2016,Monday,January,2016,201601,Jan2016,2,11,11,1,3
2203,20160112,2203,January 12 2016,Tuesday,January,2016,201601,Jan2016,3,12,12,1,3
2204,20160113,2204,January 13 2016,Wednesday,January,2016,201601,Jan2016,4,13,13,1,3
2205,20160114,2205,January 14 2016,Thursday,January,2016,201601,Jan2016,5,14,14,1,3
2206,20160115,2206,January 15 2016,Friday,January,2016,201601,Jan2016,6,15,15,1,3
2207,20160116,2207,January 16 2016,Saturday,January,2016,201601,Jan2016,7,16,16,1,3
2208,20160117,2208,January 17 2016,Sunday,January,2016,201601,Jan2016,1,17,17,1,4
2209,20160118,2209,January 18 2016,Monday,January,2016,201601,Jan2016,2,18,18,1,4
2210,20160119,2210,January 19 2016,Tuesday,January,2016,201601,Jan2016,3,19,19,1,4
2211,20160120,2211,January 20 2016,Wednesday,January,2016,201601,Jan2016,4,20,20,1,4
2212,20160121,2212,January 21 2016,Thursday,January,2016,201601,Jan2016,5,21,21,1,4
2213,20160122,2213,January 22 2016,Friday,January,2016,201601,Jan2016,6,22,22,1,4
2214,20160123,2214,January 23 2016,Saturday,January,2016,201601,Jan2016,7,23,23,1,4
2215,20160124,2215,January 24 2016,Sunday,January,2016,201601,Jan2016,1,24,24,1,5
2216,20160125,2216,January 25 2016,Monday,January,2016,201601,Jan2016,2,25,25,1,5
2217,20160126,2217,January 26 2016,Tuesday,January,2016,201601,Jan2016,3,26,26,1,5
2218,20160127,2218,January 27 2016,Wednesday,January,2016,201601,Jan2016,4,27,27,1,5
2219,20160128,2219,January 28 2016,Thursday,January,2016,201601,Jan2016,5,28,28,1,5
2220,20160129,2220,January 29 2016,Friday,January,2016,201601,Jan2016,6,29,29,1,5
2221,20160130,2221,January 30 2016,Saturday,January,2016,201601,Jan2016,7,30,30,1,5
2222,20160131,2222,January 31 2016,Sunday,January,2016,201601,Jan2016,1,31,31,1,6
2223,20160201,2223,February 01 2016,Monday,February,2016,201602,Feb2016,2,1,32,2,6
2224,20160202,2224,February 02 2016,Tuesday,February,2016,201602,Feb2016,3,2,33,2,6
2225,20160203,2225,February 03 2016,Wednesday,February,2016,201602,Feb2016,4,3,34,2,6
2226,20160204,2226,February 04 2016,Thursday,February,2016,201602,Feb2016,5,4,35,2,6
2227,20160205,2227,February 05 2016,Friday,February,2016,201602,Feb2016,6,5,36,2,6
2228,20160206,2228,February 06 2016,Saturday,February,2016,201602,Feb2016,7,6,37,2,6
2229,20160207,2229,February 07 2016,Sunday,February,2016,201602,Feb2016,1,7,38,2,7
2230,20160208,2230,February 08 2016,Monday,February,2016,201602,Feb2016,2,8,39,2,7
2231,20160209,2231,February 09 2016,Tuesday,February,2016,201602,Feb2016,3,9,40,2,7
2232,20160210,2232,February 10 2016,Wednesday,February,2016,201602,Feb2016,4,10,41,2,7
2233,20160211,2233,February 11 2016,Thursday,February,2016,201602,Feb2016,5,11,42,2,7
2234,20160212,2234,February 12 2016,Friday,February,2016,201602,Feb2016,6,12,43,2,7
2235,20160213,2235,February 13 2016,Saturday,February,2016,201602,Feb2016,7,13,44,2,7
2236,20160214,2236,February 14 2016,Sunday,February,2016,201602,Feb2016,1,14,45,2,8
2237,20160215,2237,February 15 2016,Monday,February,2016,201602,Feb2016,2,15,46,2,8
2238,20160216,2238,February 16 2016,Tuesday,February,2016,201602,Feb2016,3,16,47,2,8
2239,20160217,2239,February 17 2016,Wednesday,February,2016,201602,Feb2016,4,17,48,2,8
2240,20160218,2240,February 18 2016,Thursday,February,2016,201602,Feb2016,5,18,49,2,8
2241,20160219,2241,February 19 2016,Friday,February,2016,201602,Feb2016,6,19,50,2,8
2242,20160220,2242,February 20 2016,Saturday,February,2016,201602,Feb2016,7,20,51,2,8
2243,20160221,2243,February 21 2016,Sunday,February,2016,201602,Feb2016,1,21,52,2,9
2244,20160222,2244,February 22 2016,Monday,February,2016,201602,Feb2016,2,22,53,2,9
2245,20160223,2245,February 23 2016,Tuesday,February,2016,201602,Feb2016,3,23,54,2,9
2246,20160224,2246,February 24 2016,Wednesday,February,2016,201602,Feb2016,4,24,55,2,9
2247,20160225,2247,February 25 2016,Thursday,February,2016,201602,Feb2016,5,25,56,2,9
2248,20160226,2248,February 26 2016,Friday,February,2016,201602,Feb2016,6,26,57,2,9
2249,20160227,2249,February 27 2016,Saturday,February,2016,201602,Feb2016,7,27,58,2,9
2250,20160228,2250,February 28 2016,Sunday,February,2016,201602,Feb2016,1,28,59,2,10
2251,20160229,2251,February 29 2016,Monday,February,2016,201602,Feb2016,2,29,60,2,10
2252,20160301,2252,March 01 2016,Tuesday,March,2016,201603,Mar2016,3,1,61,3,10
2253,20160302,2253,March 02 2016,Wednesday,March,2016,201603,Mar2016,4,2,62,3,10
2254,20160303,2254,March 03 2016,Thursday,March,2016,201603,Mar2016,5,3,63,3,10
2255,20160304,2255,March 04 2016,Friday,March,2016,201603,Mar2016,6,4,64,3,10
2256,20160305,2256,March 05 2016,Saturday,March,2016,201603,Mar2016,7,5,65,3,10
2257,20160306,2257,March 06 2016,Sunday,March,2016,201603,Mar2016,1,6,66,3,11
2258,20160307,2258,March 07 2016,Monday,March,2016,201603,Mar2016,2,7,67,3,11
2259,20160308,2259,March 08 2016,Tuesday,March,2016,201603,Mar2016,3,8,68,3,11
2260,20160309,2260,March 09 2016,Wednesday,March,2016,201603,Mar2016,4,9,69,3,11
2261,20160310,2261,March 10 2016,Thursday,March,2016,201603,Mar2016,5,10,70,3,11
2262,20160311,2262,March 11 2016,Friday,March,2016,201603,Mar2016,6,11,71,3,11
2263,20160312,2263,March 12 2016,Saturday,March,2016,201603,Mar2016,7,12,72,3,11
2264,20160313,2264,March 13 2016,Sunday,March,2016,201603,Mar2016,1,13,73,3,12
2265,20160314,2265,March 14 2016,Monday,March,2016,201603,Mar2016,2,14,74,3,12
2266,20160315,2266,March 15 2016,Tuesday,March,2016,201603,Mar2016,3,15,75,3,12
2267,20160316,2267,March 16 2016,Wednesday,March,2016,201603,Mar2016,4,16,76,3,12
2268,20160317,2268,March 17 2016,Thursday,March,2016,201603,Mar2016,5,17,77,3,12
2269,20160318,2269,March 18 2016,Friday,March,2016,201603,Mar2016,6,18,78,3,12
2270,20160319,2270,March 19 2016,Saturday,March,2016,201603,Mar2016,7,19,79,3,12
2271,20160320,2271,March 20 2016,Sunday,March,2016,201603,Mar2016,1,20,80,3,13
2272,20160321,2272,March 21 2016,Monday,March,2016,201603,Mar2016,2,21,81,3,13
2273,20160322,2273,March 22 2016,Tuesday,March,2016,201603,Mar2016,3,22,82,3,13
2274,20160323,2274,March 23 2016,Wednesday,March,2016,201603,Mar2016,4,23,83,3,13
2275,20160324,2275,March 24 2016,Thursday,March,2016,201603,Mar2016,5,24,84,3,13
2276,20160325,2276,March 25 2016,Friday,March,2016,201603,Mar2016,6,25,85,3,13
2277,20160326,2277,March 26 2016,Saturday,March,2016,201603,Mar2016,7,26,86,3,13
2278,20160327,2278,March 27 2016,Sunday,March,2016,201603,Mar2016,1,27,87,3,14
2279,20160328,2279,March 28 2016,Monday,March,2016,201603,Mar2016,2,28,88,3,14
2280,20160329,2280,March 29 2016,Tuesday,March,2016,201603,Mar2016,3,29,89,3,14
2281,20160330,2281,March 30 2016,Wednesday,March,2016,201603,Mar2016,4,30,90,3,14
2282,20160331,2282,March 31 2016,Thursday,March,2016,201603,Mar2016,5,31,91,3,14
2283,20160401,2283,April 01 2016,Friday,April,2016,201604,Apr2016,6,1,92,4,14
2284,20160402,2284,April 02 2016,Saturday,April,2016,201604,Apr2016,7,2,93,4,14
2285,20160403,2285,April 03 2016,Sunday,April,2016,201604,Apr2016,1,3,94,4,15
2286,20160404,2286,April 04 2016,Monday,April,2016,201604,Apr2016,2,4,95,4,15
2287,20160405,2287,April 05 2016,Tuesday,April,2016,201604,Apr2016,3,5,96,4,15
2288,20160406,2288,April 06 2016,Wednesday,April,2016,201604,Apr2016,4,6,97,4,15
2289,20160407,2289,April 07 2016,Thursday,April,2016,201604,Apr2016,5,7,98,4,15
2290,20160408,2290,April 08 2016,Friday,April,2016,201604,Apr2016,6,8,99,4,15
2291,20160409,2291,April 09 2016,Saturday,April,2016,201604,Apr2016,7,9,100,4,15
2292,20160410,2292,April 10 2016,Sunday,April,2016,201604,Apr2016,1,10,101,4,16
2293,20160411,2293,April 11 2016,Monday,April,2016,201604,Apr2016,2,11,102,4,16
2294,20160412,2294,April 12 2016,Tuesday,April,2016,201604,Apr2016,3,12,103,4,16
2295,20160413,2295,April 13 2016,Wednesday,April,2016,201604,Apr2016,4,13,104,4,16
2296,20160414,2296,April 14 2016,Thursday,April,2016,201604,Apr2016,5,14,105,4,16
2297,20160415,2297,April 15 2016,Friday,April,2016,201604,Apr2016,6,15,106,4,16
2298,20160416,2298,April 16 2016,Saturday,April,2016,201604,Apr2016,7,16,107,4,16
2299,20160417,2299,April 17 2016,Sunday,April,2016,201604,Apr2016,1,17,108,4,17
2300,20160418,2300,April 18 2016,Monday,April,2016,201604,Apr2016,2,18,109,4,17
2301,20160419,2301,April 19 2016,Tuesday,April,2016,201604,Apr2016,3,19,110,4,17
2302,20160420,2302,April 20 2016,Wednesday,April,2016,201604,Apr2016,4,20,111,4,17
2303,20160421,2303,April 21 2016,Thursday,April,2016,201604,Apr2016,5,21,112,4,17
2304,20160422,2304,April 22 2016,Friday,April,2016,201604,Apr2016,6,22,113,4,17
2305,20160423,2305,April 23 2016,Saturday,April,2016,201604,Apr2016,7,23,114,4,17
2306,20160424,2306,April 24 2016,Sunday,April,2016,201604,Apr2016,1,24,115,4,18
2307,20160425,2307,April 25 2016,Monday,April,2016,201604,Apr2016,2,25,116,4,18
2308,20160426,2308,April 26 2016,Tuesday,April,2016,201604,Apr2016,3,26,117,4,18
2309,20160427,2309,April 27 2016,Wednesday,April,2016,201604,Apr2016,4,27,118,4,18
2310,20160428,2310,April 28 2016,Thursday,April,2016,201604,Apr2016,5,28,119,4,18
2311,20160429,2311,April 29 2016,Friday,April,2016,201604,Apr2016,6,29,120,4,18
2312,20160430,2312,April 30 2016,Saturday,April,2016,201604,Apr2016,7,30,121,4,18
2313,20160501,2313,May 01 2016,Sunday,May,2016,201605,May2016,1,1,122,5,19
2314,20160502,2314,May 02 2016,Monday,May,2016,201605,May2016,2,2,123,5,19
2315,20160503,2315,May 03 2016,Tuesday,May,2016,201605,May2016,3,3,124,5,19
2316,20160504,2316,May 04 2016,Wednesday,May,2016,201605,May2016,4,4,125,5,19
2317,20160505,2317,May 05 2016,Thursday,May,2016,201605,May2016,5,5,126,5,19
2318,20160506,2318,May 06 2016,Friday,May,2016,201605,May2016,6,6,127,5,19
2319,20160507,2319,May 07 2016,Saturday,May,2016,201605,May2016,7,7,128,5,19
2320,20160508,2320,May 08 2016,Sunday,May,2016,201605,May2016,1,8,129,5,20
2321,20160509,2321,May 09 2016,Monday,May,2016,201605,May2016,2,9,130,5,20
2322,20160510,2322,May 10 2016,Tuesday,May,2016,201605,May2016,3,10,131,5,20
2323,20160511,2323,May 11 2016,Wednesday,May,2016,201605,May2016,4,11,132,5,20
2324,20160512,2324,May 12 2016,Thursday,May,2016,201605,May2016,5,12,133,5,20
2325,20160513,2325,May 13 2016,Friday,May,2016,201605,May2016,6,13,134,5,20
2326,20160514,2326,May 14 2016,Saturday,May,2016,201605,May2016,7,14,135,5,20
2327,20160515,2327,May 15 2016,Sunday,May,2016,201605,May2016,1,15,136,5,21
2328,20160516,2328,May 16 2016,Monday,May,2016,201605,May2016,2,16,137,5,21
2329,20160517,2329,May 17 2016,Tuesday,May,2016,201605,May2016,3,17,138,5,21
2330,20160518,2330,May 18 2016,Wednesday,May,2016,201605,May2016,4,18,139,5,21
2331,20160519,2331,May 19 2016,Thursday,May,2016,201605,May2016,5,19,140,5,21
2332,20160520,2332,May 20 2016,Friday,May,2016,201605,May2016,6,20,141,5,21
2333,20160521,2333,May 21 2016,Saturday,May,2016,201605,May2016,7,21,142,5,21
2334,20160522,2334,May 22 2016,Sunday,May,2016,201605,May2016,1,22,143,5,22
2335,20160523,2335,May 23 2016,Monday,May,2016,201605,May2016,2,23,144,5,22
2336,20160524,2336,May 24 2016,Tuesday,May,2016,201605,May2016,3,24,145,5,22
2337,20160525,2337,May 25 2016,Wednesday,May,2016,201605,May2016,4,25,146,5,22
2338,20160526,2338,May 26 2016,Thursday,May,2016,201605,May2016,5,26,147,5,22
2339,20160527,2339,May 27 2016,Friday,May,2016,201605,May2016,6,27,148,5,22
2340,20160528,2340,May 28 2016,Saturday,May,2016,201605,May2016,7,28,149,5,22
2341,20160529,2341,May 29 2016,Sunday,May,2016,201605,May2016,1,29,150,5,23
2342,20160530,2342,May 30 2016,Monday,May,2016,201605,May2016,2,30,151,5,23
2343,20160531,2343,May 31 2016,Tuesday,May,2016,201605,May2016,3,31,152,5,23
2344,20160601,2344,June 01 2016,Wednesday,June,2016,201606,Jun2016,4,1,153,6,23
2345,20160602,2345,June 02 2016,Thursday,June,2016,201606,Jun2016,5,2,154,6,23
2346,20160603,2346,June 03 2016,Friday,June,2016,201606,Jun2016,6,3,155,6,23
2347,20160604,2347,June 04 2016,Saturday,June,2016,201606,Jun2016,7,4,156,6,23
2348,20160605,2348,June 05 2016,Sunday,June,2016,201606,Jun2016,1,5,157,6,24
2349,20160606,2349,June 06 2016,Monday,June,2016,201606,Jun2016,2,6,158,6,24
2350,20160607,2350,June 07 2016,Tuesday,June,2016,201606,Jun2016,3,7,159,6,24
2351,20160608,2351,June 08 2016,Wednesday,June,2016,201606,Jun2016,4,8,160,6,24
2352,20160609,2352,June 09 2016,Thursday,June,2016,201606,Jun2016,5,9,161,6,24
2353,20160610,2353,June 10 2016,Friday,June,2016,201606,Jun2016,6,10,162,6,24
2354,20160611,2354,June 11 2016,Saturday,June,2016,201606,Jun2016,7,11,163,6,24
2355,20160612,2355,June 12 2016,Sunday,June,2016,201606,Jun2016,1,12,164,6,25
2356,20160613,2356,June 13 2016,Monday,June,2016,201606,Jun2016,2,13,165,6,25
2357,20160614,2357,June 14 2016,Tuesday,June,2016,201606,Jun2016,3,14,166,6,25
2358,20160615,2358,June 15 2016,Wednesday,June,2016,201606,Jun2016,4,15,167,6,25
2359,20160616,2359,June 16 2016,Thursday,June,2016,201606,Jun2016,5,16,168,6,25
2360,20160617,2360,June 17 2016,Friday,June,2016,201606,Jun2016,6,17,169,6,25
2361,20160618,2361,June 18 2016,Saturday,June,2016,201606,Jun2016,7,18,170,6,25
2362,20160619,2362,June 19 2016,Sunday,June,2016,201606,Jun2016,1,19,171,6,26
2363,20160620,2363,June 20 2016,Monday,June,2016,201606,Jun2016,2,20,172,6,26
2364,20160621,2364,June 21 2016,Tuesday,June,2016,201606,Jun2016,3,21,173,6,26
2365,20160622,2365,June 22 2016,Wednesday,June,2016,201606,Jun2016,4,22,174,6,26
2366,20160623,2366,June 23 2016,Thursday,June,2016,201606,Jun2016,5,23,175,6,26
2367,20160624,2367,June 24 2016,Friday,June,2016,201606,Jun2016,6,24,176,6,26
2368,20160625,2368,June 25 2016,Saturday,June,2016,201606,Jun2016,7,25,177,6,26
2369,20160626,2369,June 26 2016,Sunday,June,2016,201606,Jun2016,1,26,178,6,27
2370,20160627,2370,June 27 2016,Monday,June,2016,201606,Jun2016,2,27,179,6,27
2371,20160628,2371,June 28 2016,Tuesday,June,2016,201606,Jun2016,3,28,180,6,27
2372,20160629,2372,June 29 2016,Wednesday,June,2016,201606,Jun2016,4,29,181,6,27
2373,20160630,2373,June 30 2016,Thursday,June,2016,201606,Jun2016,5,30,182,6,27
2374,20160701,2374,July 01 2016,Friday,July,2016,201607,Jul2016,6,1,183,7,27
2375,20160702,2375,July 02 2016,Saturday,July,2016,201607,Jul2016,7,2,184,7,27
2376,20160703,2376,July 03 2016,Sunday,July,2016,201607,Jul2016,1,3,185,7,28
2377,20160704,2377,July 04 2016,Monday,July,2016,201607,Jul2016,2,4,186,7,28
2378,20160705,2378,July 05 2016,Tuesday,July,2016,201607,Jul2016,3,5,187,7,28
2379,20160706,2379,July 06 2016,Wednesday,July,2016,201607,Jul2016,4,6,188,7,28
2380,20160707,2380,July 07 2016,Thursday,July,2016,201607,Jul2016,5,7,189,7,28
2381,20160708,2381,July 08 2016,Friday,July,2016,201607,Jul2016,6,8,190,7,28
2382,20160709,2382,July 09 2016,Saturday,July,2016,201607,Jul2016,7,9,191,7,28
2383,20160710,2383,July 10 2016,Sunday,July,2016,201607,Jul2016,1,10,192,7,29
2384,20160711,2384,July 11 2016,Monday,July,2016,201607,Jul2016,2,11,193,7,29
2385,20160712,2385,July 12 2016,Tuesday,July,2016,201607,Jul2016,3,12,194,7,29
2386,20160713,2386,July 13 2016,Wednesday,July,2016,201607,Jul2016,4,13,195,7,29
2387,20160714,2387,July 14 2016,Thursday,July,2016,201607,Jul2016,5,14,196,7,29
2388,20160715,2388,July 15 2016,Friday,July,2016,201607,Jul2016,6,15,197,7,29
2389,20160716,2389,July 16 2016,Saturday,July,2016,201607,Jul2016,7,16,198,7,29
2390,20160717,2390,July 17 2016,Sunday,July,2016,201607,Jul2016,1,17,199,7,30
2391,20160718,2391,July 18 2016,Monday,July,2016,201607,Jul2016,2,18,200,7,30
2392,20160719,2392,July 19 2016,Tuesday,July,2016,201607,Jul2016,3,19,201,7,30
2393,20160720,2393,July 20 2016,Wednesday,July,2016,201607,Jul2016,4,20,202,7,30
2394,20160721,2394,July 21 2016,Thursday,July,2016,201607,Jul2016,5,21,203,7,30
