descreveExamePK,dataPK,hospitalPK,idadePK,quantidadeExames
95824,2806,266,2,8
50394,2633,537,13,2
62911,2491,302,64,6
7613,2033,401,113,1
52162,2198,349,89,5
56186,3425,277,49,3
30365,873,56,100,10
57783,319,303,9,7
68217,2955,383,64,6
33700,1961,522,73,7
74054,3119,379,4,3
87279,316,104,57,6
23187,3917,556,13,7
18615,3371,412,110,3
34687,2083,511,9,2
74884,3663,240,81,6
56424,692,479,15,7
14203,1122,494,72,2
98605,319,372,21,3
31102,627,273,120,2
85478,3736,376,74,2
8191,2549,222,20,4
82584,263,543,2,9
15135,2760,3,28,1
82101,1014,438,90,10
86703,3459,630,69,10
36532,172,367,11,5
13329,3186,337,75,7
4360,3626,81,33,10
99072,3341,266,105,9
67889,2711,156,14,5
33027,983,434,79,7
31817,2167,505,88,5
4176,2338,489,116,2
42269,3919,548,79,7
82147,3689,379,107,8
37311,1510,590,106,7
18441,411,46,27,1
28038,2103,73,66,10
88144,1776,177,86,3
81772,3115,62,23,10
94540,477,634,120,5
62355,55,127,59,3
8181,2310,473,61,4
94312,2900,187,68,10
74120,2346,352,80,5
38259,531,401,66,1
98745,322,28,30,6
7980,1102,603,120,9
93208,2256,419,76,9
19620,510,380,100,8
35034,2985,210,114,9
31591,1681,474,69,2
41433,2988,478,5,2
64603,1178,624,86,6
95311,1427,306,48,5
86885,639,176,63,5
38109,917,159,83,3
1908,2675,7,120,2
54185,2924,314,3,4
85414,3885,584,107,8
97139,1028,465,28,6
22678,2708,503,102,4
57307,2395,536,76,10
95180,2449,61,114,1
48297,599,206,55,3
32559,1815,541,86,6
4825,652,398,83,3
82241,3549,530,5,8
19739,325,439,9,9
77438,2597,541,62,5
97676,3416,371,54,10
87333,2426,480,19,5
85798,1822,233,30,9
62845,562,398,102,10
80894,3894,355,65,3
57766,579,495,89,9
5479,3951,583,42,3
17146,1565,155,7,5
25056,1812,624,43,6
61853,423,146,112,5
89473,2029,612,98,10
72740,3504,494,56,9
62834,3861,444,111,10
3813,335,1,35,7
5386,1784,447,57,7
56414,894,643,81,2
24266,145,565,80,9
40424,138,270,35,5
51994,3680,439,59,2
98902,1345,62,88,5
41844,1727,619,56,8
5324,2099,93,96,1
43123,2019,493,76,4
25773,4008,108,19,6
52492,335,460,96,4
14741,3058,215,98,10
11456,1596,171,88,1
81800,1771,424,54,2
46102,1749,255,58,8
73420,2172,500,102,10
95483,2704,327,19,3
28277,1627,87,72,1
77294,3756,408,23,9
84275,1231,445,55,10
4013,754,52,109,6
74950,3910,483,12,10
9069,89,532,113,8
26168,1478,349,26,8
6391,3206,181,120,8
56418,3592,225,110,1
92131,211,52,12,10
7167,3401,343,108,1
32476,3479,408,1,7
37671,3957,209,34,4
21637,75,337,100,8
54378,591,215,2,7
19309,2449,87,55,9
2994,154,273,85,7
65580,3531,544,15,10
11087,110,231,56,5
61188,1693,393,8,7
31681,2319,606,43,5
65593,3084,340,102,7
88485,3926,265,67,6
21708,1724,528,48,4
62382,1062,35,94,5
21180,3262,217,94,6
57957,3118,464,14,6
88376,914,640,43,10
25425,1354,524,111,4
23103,3675,631,41,3
8089,734,339,91,6
60113,2722,528,44,6
31103,1224,137,3,6
49042,1392,533,11,4
17919,3920,303,74,7
1231,3522,645,100,9
35030,3172,305,63,1
95807,3193,644,67,7
13671,864,114,87,9
72602,1710,508,110,8
80123,1512,487,43,9
75225,3420,480,40,3
43818,2172,3,3,7
75719,1517,65,77,8
78915,3,238,90,9
47347,3448,294,101,10
38462,3636,132,10,4
74340,598,643,118,4
81468,2175,66,68,8
84256,418,491,79,5
46722,2853,425,82,10
82768,379,230,96,8
67217,2790,616,33,9
90767,2717,55,107,1
18444,1190,80,19,7
51094,42,354,58,8
84,3151,626,37,8
7372,1048,502,15,4
45916,1296,368,14,4
5648,3267,194,5,4
75922,2829,305,103,4
23111,3114,212,57,10
74937,3010,277,92,8
22678,4000,630,27,6
57667,963,471,61,6
94708,3107,424,23,1
64790,1387,338,33,8
30222,1502,369,100,3
76368,1191,515,5,1
93484,3843,543,25,10
31414,2983,1,114,8
10692,81,298,56,5
78308,1321,285,10,6
57189,3555,509,31,6
47836,832,240,112,3
92886,3538,246,103,8
87422,2435,3,15,10
10653,1220,127,40,3
66348,3619,52,77,6
20345,1009,547,110,5
77435,2046,203,70,9
29809,2895,606,108,9
43383,1963,575,19,8
61110,590,368,71,9
9885,2611,304,105,7
56916,1930,409,66,5
21478,2484,397,31,5
44701,316,460,13,10
29733,1133,215,98,10
12285,486,433,14,4
6761,697,372,8,3
36800,1106,44,43,4
92555,1993,438,93,3
1362,672,429,92,8
78846,3279,329,19,2
60112,2662,350,32,3
89189,2645,323,112,6
72806,2207,242,52,9
78529,2463,480,95,2
30573,2285,580,77,6
31868,1924,67,57,9
67165,1508,151,79,3
22352,612,289,59,5
31088,1051,210,85,3
31904,606,547,92,9
70250,1196,70,120,9
63830,3250,35,5,10
78445,2545,395,23,8
22319,1063,591,35,8
93045,3333,153,77,5
37007,3287,97,79,9
41831,2354,208,62,7
84985,563,392,84,10
41762,2820,369,109,8
85560,2332,530,52,6
95663,1084,570,56,4
34618,2963,47,64,5
61454,845,149,33,9
94721,884,189,87,6
9053,3988,609,6,9
62299,1490,373,114,9
86841,785,444,20,8
85624,726,189,99,5
5076,2178,38,44,5
54176,2515,552,101,5
53110,129,316,85,10
31267,2653,144,96,9
69781,1529,280,95,8
48388,3190,443,81,9
48633,855,295,18,3
64672,1166,55,76,4
44566,2270,456,117,9
25594,3827,377,91,2
92909,2175,625,89,3
61044,1038,583,94,10
94580,1984,409,108,7
82153,1956,427,104,6
38758,3981,512,116,3
21322,1733,509,86,6
32504,1783,468,92,4
62965,1228,141,62,1
80333,1248,379,8,4
16138,2666,582,13,8
38949,110,199,8,1
73687,1439,624,11,1
54408,3704,209,91,7
89015,3723,78,50,5
44663,1254,610,21,10
99738,647,432,91,2
78435,3797,388,12,4
92178,2582,122,29,8
94567,12,116,39,7
96411,1911,622,45,2
92107,753,49,66,3
17906,2724,141,59,5
75433,2100,393,50,4
92608,63,145,67,4
53997,3157,300,58,1
92800,2604,617,118,3
57342,3331,634,71,4
97529,1565,492,113,3
74057,3093,496,78,2
3582,3663,577,3,8
46142,2768,597,115,6
22791,3742,39,84,2
1188,1549,89,99,9
47257,3687,285,21,3
1449,1576,320,22,8
54064,3303,150,82,3
56282,3511,272,108,2
40656,1385,466,29,10
2843,11,557,110,7
97893,1336,534,54,8
7586,400,3,64,5
59197,2547,126,68,3
79936,1267,489,18,5
23047,2021,112,66,8
86170,261,432,11,8
47976,3660,120,66,4
14441,3294,596,63,6
75538,3124,60,26,3
2568,3183,183,92,7
80955,3452,93,85,8
66985,2258,465,118,5
94192,1067,506,118,10
4493,2798,24,40,4
40802,1816,99,83,6
19812,1987,388,36,4
75820,297,204,84,6
20549,2828,193,91,5
27241,306,326,68,6
6459,2791,308,46,10
22631,1266,515,12,2
94118,1178,39,50,7
30515,3678,509,59,10
20857,1968,177,59,10
78357,2414,294,16,6
73161,1088,290,44,2
62774,3088,364,109,6
87434,3282,465,5,1
63034,3653,346,58,6
72549,2238,594,61,2
65936,2789,399,104,8
29668,3855,176,107,9
580,1692,616,28,10
84881,1614,618,25,7
1432,2898,263,117,2
9215,776,99,8,7
8956,2873,118,30,10
34395,816,412,80,10
9102,781,95,61,9
7400,2680,197,121,10
16515,899,246,121,9
7342,1539,590,88,5
92737,3669,410,51,6
45918,2523,2,2,5
92399,346,555,65,10
28542,918,519,63,8
21118,4000,423,104,7
68766,1397,66,120,2
26924,115,52,115,9
17231,540,1,119,7
99547,988,119,7,6
65865,2012,253,56,5
39680,3788,290,32,10
20942,3816,101,96,8
12782,162,376,76,3
8503,2050,250,22,3
92147,3504,43,38,6
4084,3784,36,116,10
13245,137,595,27,1
26336,3716,192,65,7
48290,2647,225,18,4
93559,103,309,45,9
50701,3683,442,16,4
24273,2141,631,4,9
31528,1708,278,46,6
50507,897,102,21,4
55581,1741,148,55,1
23876,1128,70,68,8
41426,3977,137,65,6
29960,3351,169,99,4
26698,1109,107,22,10
63214,3740,279,22,5
34989,1190,330,118,4
3591,417,253,63,8
42043,2938,301,120,2
99470,779,530,17,10
70502,3372,218,11,6
26544,2297,364,27,1
22689,3644,419,49,4
21849,3511,194,81,5
19207,2067,517,59,5
81790,3099,618,75,2
24588,2312,330,83,2
88625,3145,417,13,3
36459,1603,420,91,4
79179,3181,553,84,5
60657,709,33,119,7
13357,1511,220,84,2
68923,376,292,11,10
88404,593,234,54,6
74829,1300,315,9,9
53596,1065,408,49,5
90537,3777,356,52,2
55628,3789,295,85,6
10862,2727,116,44,5
98577,3076,330,51,9
78221,3685,384,21,3
83086,145,22,94,1
25787,354,130,79,2
94648,3394,343,107,3
28954,3200,105,4,6
21279,255,256,71,4
84048,3080,328,96,9
67644,2052,575,33,2
84761,2126,306,53,8
56111,715,516,35,3
22541,3087,346,33,4
61118,3230,121,43,5
43758,412,282,41,1
74732,461,114,36,4
27298,2247,290,111,1
62935,643,584,82,3
71533,866,312,57,8
40109,783,16,59,2
80282,1969,149,15,6
73069,1003,551,100,10
75237,3416,634,118,10
93571,2220,640,17,6
82384,2542,366,71,6
76575,267,544,24,4
37287,3000,613,54,2
30819,980,279,30,10
97041,3110,315,92,10
92596,1629,145,73,1
6484,2971,121,74,4
51240,2742,286,108,9
50837,3342,7,92,1
10387,408,553,63,7
91554,1616,287,91,10
46686,1354,142,63,9
46573,1264,312,23,8
78298,1266,626,20,1
41830,423,474,105,7
65665,1153,51,55,3
4849,2984,137,101,1
51694,2968,286,75,7
60590,16,177,105,8
29626,1310,332,33,9
76277,3434,441,33,5
13312,1065,335,74,7
28849,3331,550,115,7
57240,2613,291,17,1
18258,1453,87,8,6
43907,2240,456,50,6
28378,3111,517,56,2
65483,3657,230,81,4
90070,3798,228,116,3
83952,3052,77,45,4
43807,2031,109,28,2
75837,1259,439,103,4
19635,3541,48,53,6
21006,1191,225,121,2
71541,2285,511,49,1
69222,1433,387,5,1
6756,741,379,98,8
18370,149,590,89,6
85836,1184,264,103,5
58650,1291,305,35,2
41691,3244,608,10,3
767,579,223,27,6
13224,3,510,94,9
13313,1605,598,121,7
72540,3047,4,13,2
98575,3262,620,76,2
70554,1130,586,45,9
68506,1909,31,76,5
53273,1091,53,70,7
16603,3424,486,15,9
94781,1181,69,5,6
8932,1405,335,76,6
79983,865,455,87,3
65483,1896,97,86,2
10679,3307,186,109,3
99661,3916,332,32,9
7366,2558,561,35,7
86507,3490,183,110,8
72052,565,629,88,3
5445,1710,320,115,1
40144,407,525,100,1
12220,2690,504,10,9
79850,2401,489,95,4
6881,1173,342,65,2
87034,3087,346,32,10
30363,1766,188,43,9
55891,265,450,45,4
97092,1865,208,101,8
57102,756,26,71,7
85261,2846,278,65,6
48537,3779,72,112,9
66353,2659,367,41,10
92818,3194,334,29,9
94800,546,169,113,1
82934,2097,366,26,3
93393,2960,77,91,8
20035,906,389,74,1
44047,1040,276,43,8
25270,1169,412,95,2
22367,2,348,55,9
70398,1754,174,32,8
73106,17,478,38,9
71770,1980,243,74,8
45201,2057,190,67,1
65443,3007,16,2,3
43904,159,185,89,4
16031,2026,137,85,2
31342,3695,291,82,7
21076,3369,239,114,2
52170,2330,573,106,8
38854,172,586,121,5
58041,222,35,36,2
65335,1581,100,43,8
66108,3186,181,115,9
1616,1197,499,104,2
34500,2209,124,51,4
54175,654,349,115,1
24761,1777,461,83,2
61092,519,447,44,8
82815,2029,57,111,3
76016,3095,584,49,9
98222,1347,144,21,1
98550,799,113,32,6
87281,383,407,121,6
66783,3808,284,31,7
92799,2304,289,89,8
86365,1421,41,46,7
78694,2889,69,105,2
68887,1108,620,31,1
86982,1171,277,20,9
79793,762,375,116,4
94975,2414,507,106,9
62518,3678,583,104,9
9608,1538,181,40,4
59379,883,624,119,6
79741,1207,214,120,4
6662,2603,176,106,2
96714,802,227,10,4
18253,697,370,33,5
45009,121,57,16,4
93078,3625,522,66,2
35631,3610,400,31,10
61660,233,324,5,9
87175,2727,533,19,10
18268,3633,320,96,10
57818,1810,174,36,5
8928,914,311,112,3
53128,3170,387,63,5
76610,343,519,31,3
25383,579,84,109,3
3939,921,463,48,4
91601,3342,202,97,4
34292,1666,454,35,3
97925,1178,174,1,2
92175,1989,240,7,5
38689,2839,619,23,3
37804,2283,310,31,4
68716,1687,389,35,2
70781,2679,411,96,7
80546,830,553,8,7
11550,3563,600,64,6
758,1377,300,115,6
33898,1692,595,14,6
97489,406,319,117,1
9673,2857,222,47,8
66381,3062,260,113,1
83265,2028,18,1,5
77340,1194,163,18,5
37842,560,420,112,6
79610,2065,218,8,2
71119,3144,630,100,1
89879,3711,46,97,4
70036,2197,463,57,3
33866,308,367,61,3
46880,1437,193,51,1
99505,3384,79,32,5
73547,2451,322,3,6
24381,2213,602,52,7
73384,1165,13,12,3
75264,3808,140,68,10
88889,1291,139,108,6
16679,1931,226,12,1
40795,1356,7,40,10
79626,454,148,11,2
61594,1849,498,111,8
16245,3506,343,65,7
40831,3907,395,89,6
97943,528,486,83,8
47868,1602,526,28,2
65741,2368,260,29,3
54244,1447,189,63,5
16765,2938,164,118,2
65353,4002,533,38,9
76221,740,598,102,8
66145,186,360,100,5
72542,1662,155,96,4
39523,816,282,72,4
66520,1441,381,46,10
26195,1030,507,117,4
90064,989,325,35,3
9737,475,393,117,3
49400,3940,22,32,6
22559,2391,383,6,9
77357,1895,319,72,4
38478,2334,511,64,9
4298,1474,331,8,10
39296,2295,597,101,7
10782,3957,598,108,9
68739,3990,429,101,10
85000,336,361,60,4
81884,2321,158,81,8
52038,255,641,80,7
65394,2529,74,100,9
71663,3879,361,18,2
90461,1357,254,90,1
62609,1735,276,121,9
59562,2700,193,63,3
61817,3926,118,22,5
13439,1080,378,51,6
99680,1201,606,56,2
75938,1380,330,6,5
56147,289,464,14,10
39221,1311,621,73,7
34184,803,135,91,3
75241,389,432,110,7
95405,1626,174,111,6
59778,1827,314,30,6
44777,3178,556,56,5
61077,2193,304,92,7
61255,1129,317,92,9
86404,3223,5,54,2
55174,2144,557,91,4
30845,1962,190,119,2
99472,1351,195,105,3
8525,824,13,119,1
34013,1216,604,76,10
14690,3579,521,76,5
16346,2110,178,46,1
52714,3323,569,39,7
66417,795,399,38,5
72914,1613,596,24,10
77684,966,301,113,10
98755,3180,58,35,9
52043,2923,59,102,2
21308,3147,197,112,7
94133,3098,249,121,10
72203,3595,97,64,9
12683,2221,293,6,2
55902,3944,271,72,7
81062,3900,61,67,8
42527,2285,152,33,9
50417,1847,555,29,1
54367,1820,157,50,2
77007,3208,236,102,9
85791,1183,436,74,9
55433,2093,331,56,5
11540,1719,411,8,8
93268,2171,43,120,5
30839,1952,487,86,9
22828,1798,31,79,3
52267,3078,3,23,7
11216,1373,517,9,1
54433,2871,485,38,5
5419,1725,112,51,2
43496,422,368,25,8
36613,2967,108,62,7
3597,599,454,113,2
22232,2849,164,69,8
50854,1593,448,69,10
68289,2749,128,21,10
92842,1547,346,38,8
64148,2122,286,6,5
98206,1820,286,9,8
60993,293,137,83,5
74533,3650,229,52,10
66752,3784,445,114,9
75118,1312,118,69,7
88466,1072,45,10,4
61441,3188,87,103,8
18264,459,340,37,1
52915,3337,384,117,9
803,1283,375,8,9
63406,544,334,67,6
66630,1405,523,30,5
54309,2424,595,53,9
4974,220,602,30,4
22804,1872,462,10,6
84303,882,560,28,3
32589,3846,387,85,1
37285,2190,501,114,10
77446,2085,67,81,5
80059,992,142,4,8
85631,540,311,113,10
24029,3987,438,36,2
99302,2458,270,75,7
88406,1693,149,108,8
59066,3144,359,32,1
57185,3179,273,33,5
72544,513,323,111,6
9211,3140,74,20,10
12024,3277,323,115,7
84042,3792,535,46,2
1044,2125,70,16,9
39819,2705,7,12,3
33774,1121,527,64,3
84927,2437,502,9,10
42501,2202,443,27,8
6213,3719,578,62,9
20646,1811,219,121,4
74334,1639,586,40,10
31620,1781,286,109,3
57350,1482,189,84,2
32545,1810,350,82,2
43688,3266,446,7,9
20747,1867,237,106,9
27450,159,641,83,8
43172,3310,394,48,3
27969,1252,554,23,1
85346,1352,611,101,2
7949,914,450,61,7
42199,887,20,33,5
95046,1340,510,74,3
25617,2180,591,1,6
15973,410,14,105,4
89496,804,344,79,4
54055,3792,460,41,6
13031,868,207,39,1
89113,1277,103,52,10
53387,1088,53,30,10
71070,3441,391,23,5
7303,2655,159,41,9
59970,3858,166,65,1
11707,3484,372,109,8
9893,2638,351,60,3
3448,619,232,48,2
64342,2881,324,92,8
63324,306,175,19,8
60640,1481,530,40,3
76098,832,439,113,2
3613,625,224,109,7
24700,2325,12,4,7
67442,567,296,77,8
60358,53,548,100,5
47740,579,281,106,1
27708,1605,223,19,7
99746,3475,273,118,1
55300,822,354,75,1
62291,3866,570,45,2
78899,1280,40,74,2
7087,218,15,8,7
2257,1404,517,14,3
27802,829,195,42,8
9676,3496,132,79,5
55451,3312,605,103,4
18772,3045,421,87,6
74957,1512,33,118,4
8185,2783,486,37,6
27115,3045,452,78,9
87449,772,587,46,10
82873,1928,316,110,3
93872,2880,536,79,2
90270,2657,390,19,2
37729,3642,96,38,7
80969,1845,483,20,10
14881,1206,593,12,10
99700,3611,406,18,6
61212,3010,443,101,9
76687,1417,10,68,4
38579,1011,622,46,8
39533,377,293,41,9
57562,1734,314,115,2
53159,1671,317,91,7
99347,1960,170,110,5
17636,1330,159,31,7
45905,386,221,16,9
1029,1246,244,35,4
74367,3613,87,79,3
41731,1035,533,114,3
40038,3951,486,67,9
9140,2416,163,117,5
80482,1090,564,86,4
93491,3060,640,7,4
82482,984,553,12,5
43378,3397,234,19,10
10610,164,446,46,10
99399,1109,6,57,5
31228,1833,243,59,8
95411,2483,470,35,1
53035,3884,134,68,4
85074,1317,469,103,5
72972,1944,161,23,9
67416,2625,28,40,4
13985,2601,99,119,1
54625,219,296,28,8
86729,1145,386,74,7
4221,2601,261,68,1
49911,709,525,4,10
12786,1972,138,20,1
56934,815,226,85,9
43189,2411,100,73,2
66094,2979,466,16,10
33948,1181,106,71,3
59787,904,301,108,8
87705,2215,432,29,9
2992,3279,418,38,5
73576,2759,607,25,4
67044,2360,95,8,2
29333,2247,335,119,9
23419,167,292,7,8
95320,1851,377,87,2
35105,1700,522,99,8
29729,1221,25,44,4
74801,397,58,120,8
75831,535,612,52,5
96238,3521,549,94,10
83034,1079,600,3,9
23210,1903,40,27,9
2437,3418,278,79,5
45020,1400,212,55,6
52674,2742,594,12,10
906,1914,546,66,3
71760,3340,481,6,1
54294,3479,328,22,5
58814,1909,590,4,7
32680,3807,300,8,1
89551,772,453,5,10
43779,896,462,46,9
77109,1377,59,24,10
31077,1463,429,25,1
75700,806,220,13,1
97473,3122,305,101,3
35775,3192,2,7,3
26927,3343,514,22,9
72185,739,144,63,4
19019,2824,528,74,10
15387,2949,126,80,2
39124,494,125,60,1
20734,584,321,119,4
66652,166,400,110,3
11873,2524,196,82,2
73514,914,93,64,8
44653,1640,397,13,7
18569,3530,556,68,5
79891,684,589,58,3
13415,744,638,83,5
14939,1098,130,80,6
79363,3586,538,6,9
91118,3194,267,57,6
74864,45,626,88,6
45197,2540,145,120,9
58403,1643,581,24,5
941,2742,373,22,4
30596,479,175,72,6
55955,1127,79,3,2
45386,84,445,28,2
3600,3576,489,99,10
93471,1140,5,87,3
95954,2375,213,119,8
41785,1582,239,24,5
68065,3765,300,44,6
50709,754,172,106,7
55746,2516,38,110,6
36789,84,545,73,3
17905,1124,235,101,9
91618,3733,172,112,4
73639,1079,16,104,7
80079,944,468,113,2
90490,3008,235,43,3
78485,1042,168,65,6
86146,833,70,52,3
73266,2747,190,4,6
94641,3333,273,101,1
4154,2120,458,1,2
60484,556,639,3,9
83250,746,72,93,9
7130,236,603,9,2
86128,2359,584,15,5
44398,2440,26,92,1
74822,1755,45,117,3
41374,3831,190,39,5
24066,883,168,41,4
7236,2858,591,50,4
58611,3598,546,101,3
54088,3063,54,24,7
13459,3811,279,54,1
62358,2667,140,88,10
70688,3677,441,96,2
25290,2793,102,64,8
71153,2962,94,22,6
20934,3000,188,83,3
58608,3531,640,114,8
82513,2168,359,35,7
29352,3380,204,38,2
95781,447,213,19,2
39552,3919,219,53,5
23388,756,375,31,10
74909,2538,383,34,8
34917,841,386,55,7
27555,3469,532,99,9
18819,419,510,96,5
57341,1118,412,95,4
60586,3154,60,69,6
25482,2084,494,83,9
83686,1751,332,41,6
28996,602,68,25,1
21101,3191,257,55,8
42467,325,512,94,10
11398,2244,198,121,4
94729,2262,612,36,2
97480,3218,219,42,9
25694,1924,456,40,9
46956,525,470,67,3
52080,3575,478,75,9
33193,2612,614,23,10
30745,2923,633,86,3
72754,2555,398,117,8
45448,1798,151,14,2
87041,2101,417,44,1
91659,1169,264,100,5
45711,3668,223,121,9
10759,774,415,98,4
29989,804,424,64,6
38812,1404,193,108,3
51173,1875,323,103,2
53284,2640,370,34,5
20348,3530,277,82,6
96819,1252,182,56,5
60859,1939,332,65,4
47452,1089,64,14,1
43806,1172,382,71,3
17317,2941,458,72,10
19047,857,544,36,1
273,3218,271,87,9
85962,1325,352,33,9
49088,3324,610,10,3
18009,1009,414,83,4
43130,1190,191,75,8
5394,3521,309,121,2
1613,1177,632,61,5
79578,1880,348,44,9
53381,758,23,9,9
93482,1603,317,111,4
45959,2708,316,19,4
67904,1474,283,65,2
27645,1801,524,15,9
77370,1377,526,69,5
72129,2888,608,95,5
21856,1693,136,115,5
96590,2056,516,9,4
19767,1490,289,75,9
3475,550,283,63,3
42620,2962,359,21,7
14066,524,348,12,8
89053,683,583,54,4
38003,1502,138,99,8
98381,698,475,53,8
4252,127,54,28,6
5196,3576,312,112,7
73918,2897,476,22,6
8979,1515,477,86,2
82934,2771,332,59,5
89865,902,100,79,10
48004,3359,268,111,1
38436,3349,387,26,1
11939,413,253,20,9
36575,1793,270,31,7
15083,139,584,32,6
51758,2209,495,89,5
84258,3215,354,15,4
87631,2211,472,106,10
93713,1631,300,52,4
52466,3412,25,63,10
75455,1595,521,28,8
29837,816,249,96,3
75549,1947,605,71,3
32667,589,364,56,7
28769,1123,263,69,6
95742,3933,593,50,5
52224,2892,332,23,10
31573,3984,271,10,1
93737,1825,128,106,9
2718,624,450,8,8
96512,3072,27,104,3
97728,2499,145,88,4
68794,2103,612,98,5
44179,3998,388,19,7
77836,2508,152,37,9
65265,222,128,30,6
51767,3315,297,74,6
61307,2847,134,27,8
55370,3290,593,48,10
77764,2017,188,43,6
77343,3979,253,62,3
47062,33,402,25,5
90381,1793,547,68,10
54623,57,93,97,1
57747,2591,277,73,10
8074,420,199,24,2
64256,1778,157,96,4
17100,2549,299,31,2
63336,1402,353,22,3
73277,1528,469,105,7
8242,2187,550,56,4
93980,1204,590,101,2
54319,1355,167,58,8
15622,3053,520,50,9
48122,2234,252,4,5
91232,3406,126,121,3
97184,856,85,48,5
27386,2229,279,108,8
42462,1226,128,56,3
7869,1909,128,79,7
87755,3696,437,70,10
35047,3163,392,67,10
1694,2838,340,114,3
46006,3959,65,30,6
99688,476,157,62,5
97096,3607,215,8,4
88458,507,259,66,8
6100,2661,155,107,6
59734,3189,92,76,2
57783,2316,22,95,10
52089,361,180,86,5
2098,2505,637,89,1
89360,2344,135,92,4
85958,397,51,96,5
74330,3131,529,10,2
8913,1395,351,55,4
60772,870,336,113,2
71536,1211,296,7,8
63204,1596,111,30,8
84273,1756,448,81,1
19191,784,362,101,1
15199,1409,175,111,3
98774,2578,333,116,2
55512,326,422,80,3
85405,897,563,96,10
89463,1661,546,100,9
9902,1258,482,47,10
55232,2687,32,32,1
14336,3534,312,67,7
70286,178,228,91,6
39826,802,557,86,2
92964,1283,508,17,10
49173,4018,590,80,9
7045,3948,60,98,7
24999,2044,623,68,9
18267,2589,353,27,3
53741,998,543,3,4
34000,1982,14,91,3
32439,3144,317,93,6
64261,2468,40,87,4
87930,1693,508,81,7
38213,3978,239,113,1
49001,1639,636,17,10
94175,3976,528,112,3
41926,3746,116,23,5
50823,3306,164,28,5
81391,3563,217,92,10
44096,1296,227,56,9
34186,3891,533,88,7
86898,1817,305,14,4
62101,2744,308,46,5
40355,244,207,113,4
59826,1164,618,88,4
72517,1411,38,116,9
31127,1887,603,64,8
44042,1899,325,83,1
14893,1623,169,85,1
83855,2729,465,25,2
43036,902,218,68,2
7428,3980,465,59,1
82303,1352,228,34,10
17812,3500,541,107,4
99359,492,550,12,5
94493,1823,40,45,3
33770,1665,146,77,9
7081,1937,592,6,10
72567,683,413,1,9
44048,3655,184,39,7
9938,3943,634,120,3
8672,534,214,104,2
69260,1217,97,89,2
35207,1189,30,24,1
66391,715,117,45,9
5740,2107,46,5,6
93752,533,301,67,6
72923,2365,28,51,4
33353,1704,269,25,7
5317,687,311,90,2
78027,3078,581,20,3
37789,1207,334,113,7
26160,1038,337,78,8
21061,3664,169,68,5
34333,1037,227,64,7
46351,3047,443,30,1
55572,2458,615,56,6
58199,1309,600,12,8
71231,841,117,15,4
32962,3506,154,46,6
4124,515,107,34,7
84803,3095,143,80,7
29167,969,351,93,6
93679,1284,495,72,4
12142,2388,36,96,9
81285,2251,374,106,4
58942,1791,586,68,2
57648,2546,612,11,10
89802,3916,111,23,3
22290,3384,487,32,6
93020,1345,17,15,4
67029,2607,470,39,10
91015,3778,127,112,8
63667,3930,158,11,10
1994,2459,44,17,8
95089,1847,588,5,4
79992,2287,28,10,7
34419,96,560,118,3
31697,3685,132,45,1
23378,214,301,27,7
85490,317,254,39,1
30148,479,486,81,6
84942,124,127,8,6
44592,2007,197,47,8
69335,764,167,8,5
64304,1072,630,119,2
32752,3948,317,59,6
21793,1211,558,58,10
51427,155,18,80,5
30889,2559,170,11,8
1008,187,47,87,6
28617,1523,237,33,2
88294,1037,65,67,6
55120,854,303,67,1
58094,1975,296,115,8
87447,3924,48,97,2
99381,62,360,36,7
63031,560,643,43,5
61852,2060,142,27,5
68684,324,623,110,7
29407,2237,604,61,6
32434,643,69,35,8
45397,3241,493,120,9
92609,1105,271,111,4
78251,2995,565,53,10
45167,2949,545,99,9
63793,2750,592,7,2
71317,765,58,84,10
23297,1705,78,112,1
38561,1476,290,72,2
34683,2515,384,63,3
95421,3524,98,94,5
46225,2627,1,76,8
86668,3316,22,109,3
60851,702,144,31,5
49536,1230,225,100,5
31746,1668,98,31,2
97323,1979,319,105,6
89514,1833,550,81,6
16725,514,115,94,8
50579,2705,66,114,2
26137,1162,464,121,2
62112,640,582,66,6
24324,1608,214,76,6
22457,3428,345,99,4
34558,2847,361,35,10
6204,439,477,43,5
21965,2841,367,90,9
83921,3027,226,117,4
66743,478,223,25,2
16968,904,26,73,4
60915,545,125,49,4
28262,1897,18,40,7
30081,2608,25,44,7
61225,3623,458,10,6
31741,1631,150,29,8
69268,2888,210,34,7
75214,3183,539,107,2
606,1502,383,114,5
76461,3414,209,111,6
14638,206,315,63,3
55930,1894,61,90,4
81924,315,532,89,9
56460,3320,545,26,7
4500,1275,274,118,8
34895,2002,456,116,9
14985,873,414,52,6
2073,3686,177,15,7
13509,103,615,28,8
87246,1697,54,75,5
26373,1059,199,112,10
99582,3360,298,21,10
93783,1887,349,107,5
39265,3559,304,95,4
7114,3689,22,107,6
95168,2613,266,37,1
42702,783,299,45,6
19828,2888,69,21,7
71937,2533,190,74,6
11847,643,10,73,4
94075,3160,405,32,1
84810,1362,165,50,4
59842,1612,240,50,1
60873,1490,293,116,5
80242,3030,451,13,3
452,1303,479,22,7
7856,1192,239,29,7
10617,1629,43,62,10
30573,135,393,56,10
21312,566,125,105,2
46879,197,25,67,7
37496,3002,465,14,9
60506,194,320,95,2
11525,2110,528,111,1
5980,642,282,41,3
81089,1524,123,54,3
97108,1338,505,98,1
